session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,Ethnicity (Simplified),First Language,Nationality,Sex,Student Status
5fecd4e14e54099e2e3ad622,5d5334fa962bb7001bc3fa2f,APPROVED,2020-12-30 19:28:41.551000,2020-12-30 19:38:41.433000,599.882,53,275,2,99,2020-12-31 22:56:35.606000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fecd506069e3be5eb475d6e,5f283f5c111b9010dcb4fe79,APPROVED,2020-12-30 19:29:18.847000,2021-01-18 15:20:44.142000,1626685.295,49,17,0,100,2021-01-18 15:20:44.701000,Manual Completion,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Female,Yes
5fecd51c43c578eda8d5bb2d,5adae3ebdec767000128c131,APPROVED,2020-12-30 19:29:36.978000,2020-12-30 19:39:41.796000,604.818,57,179,1,100,2020-12-31 22:56:35.985000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Female,No
5fecd59b51f3a9ed42fb1f6d,5fb43900cb7a480d00497dd0,APPROVED,2020-12-30 19:31:47.042000,2020-12-30 19:40:09.416000,502.374,58,25,1,99,2020-12-31 22:56:36.373000,9700A938,United Kingdom,United Kingdom,Part-Time,White,DATA EXPIRED,United Kingdom,Female,No
5fecd633416cba9ed625d7a3,5d95d2bbd84e9e001607bfea,APPROVED,2020-12-30 19:34:14.196000,2020-12-30 19:42:03.348000,469.152,56,248,7,95,2020-12-31 22:56:36.738000,9700A938,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United Kingdom,Female,No
5fecd6763803bbeb47aa403b,5ca4ea4e73897b0015de412a,APPROVED,2020-12-30 19:35:18.288000,2020-12-30 19:40:04.841000,286.553,57,285,5,98,2020-12-31 22:56:37.315000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Female,No
5fecd6770f62f4e93f5e1a41,58ce8ad7444ade000102461d,APPROVED,2020-12-30 19:35:22.560000,2020-12-30 19:41:00.106000,337.546,56,392,4,100,2020-12-31 22:56:37.664000,9700A938,Ireland,United Kingdom,Full-Time,White,English,Ireland,Female,No
5fecd6c0eae543ed9cca41f5,5f529c8d81da7d58cd46cc29,APPROVED,2020-12-30 19:36:35.027000,2020-12-30 19:45:09.840000,514.813,58,75,0,100,2020-12-31 22:56:38.147000,9700A938,United Kingdom,United Kingdom,Part-Time,White,DATA EXPIRED,United Kingdom,Female,No
5fecd6e6c92b36ec67212845,5ccf02b26e2d5800163ed42b,APPROVED,2020-12-30 19:37:16.173000,2020-12-30 19:46:48.664000,572.491,55,275,2,100,2020-12-31 22:56:38.864000,9700A938,United Kingdom,United Kingdom,Other,White,English,United Kingdom,Female,No
5fecd6e7e7fadbee12ff3983,5b9cae9ef07414000104c17a,APPROVED,2020-12-30 19:37:14.685000,2020-12-30 19:46:47.967000,573.282,52,322,4,98,2020-12-31 22:56:39.244000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fecd6f0d92c4a6c0da8c854,5f4a9eb861da210d3496cb34,APPROVED,2020-12-30 19:37:22.509000,2020-12-30 19:44:20.203000,417.694,58,90,0,100,2020-12-31 22:56:39.691000,9700A938,United Kingdom,United Kingdom,Part-Time,White,DATA EXPIRED,Ireland,Female,No
5fecd762173bfb9f2e3645da,5e0cf3270db892486c3be946,APPROVED,2020-12-30 19:39:18.825000,2020-12-30 19:48:31.114000,552.289,53,82,2,98,2020-12-31 22:56:40.763000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Female,No
5fecd76d0007159ed118680c,5f59209be2e8b9128d9652b8,APPROVED,2020-12-30 19:39:25.621000,2020-12-30 19:44:58.623000,333.002,50,55,0,100,2020-12-31 22:56:41.289000,9700A938,United Kingdom,United Kingdom,Unemployed (and job seeking),White,DATA EXPIRED,United Kingdom,Female,No
5fecd76fdd8cf1e65fdca349,5ae8d7b596845f0001c7948d,APPROVED,2020-12-30 19:39:32.949000,2020-12-30 19:48:56.989000,564.04,56,622,6,99,2020-12-31 22:56:41.815000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fecd83fcb7697ed74b6b8ce,59839cb9554956000142d95f,APPROVED,2020-12-30 19:43:02.576000,2020-12-30 19:52:39.444000,576.868,49,755,2,100,2020-12-31 22:56:50.676000,9700A938,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United Kingdom,Female,No
5fecd89db82e469f419e2378,5ee16cf5395f86548c8a5699,APPROVED,2020-12-30 19:44:44.463000,2020-12-30 20:00:37.380000,952.917,53,180,0,100,2020-12-31 22:56:51.523000,9700A938,Germany,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fecd8ca069e3be57823cca0,5a8707fef49c9a0001f39452,APPROVED,2020-12-30 19:45:19.955000,2020-12-30 19:51:49.043000,389.088,50,324,3,99,2020-12-31 22:56:52.152000,9700A938,Canada,United Kingdom,Full-Time,White,English,United Kingdom,Female,No
5fecd905e7417aedde34f552,5e397eac005b3701d243d069,APPROVED,2020-12-30 19:46:16.712000,2020-12-30 19:53:50.838000,454.126,54,179,2,100,2020-12-31 22:56:52.819000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fecd93c6a3657ee2a720736,5f1748a52419490a86936295,RETURNED,2020-12-30 19:47:08.137000,2020-12-30 19:49:36.832000,148.695,49,99,1,100,,9700A938,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fecd9703ce806eee1744fa4,54240de1fdf99b691fb383a8,APPROVED,2020-12-30 19:48:03.459000,2020-12-30 19:53:09.244000,305.785,58,1786,11,100,2020-12-31 22:56:53.505000,9700A938,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United Kingdom,Female,No
5fecd9931d6cb4ebc9dbc0b2,5f48b9a1f50c0e36a4c51dff,APPROVED,2020-12-30 19:48:42.602000,2020-12-30 19:55:17.006000,394.404,49,75,1,100,2020-12-31 22:56:54.185000,9700A938,United Kingdom,United Kingdom,Full-Time,White,DATA EXPIRED,United Kingdom,Female,No
5fecd9b188f057edb54f2432,54724267fdf99b3a1b8e86bf,APPROVED,2020-12-30 19:49:10.189000,2020-12-30 19:54:05.012000,294.823,49,493,3,100,2020-12-31 22:56:54.882000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Female,No
5fecd9c96bfb63e6bf619e6e,5f590f0a7fa1480fc4892c34,APPROVED,2020-12-30 19:49:45.793000,2020-12-30 20:01:16.492000,690.699,52,107,1,100,2020-12-31 22:56:55.336000,9700A938,United Kingdom,United Kingdom,Full-Time,White,DATA EXPIRED,United Kingdom,Female,No
5fecd9f599e7cfed220baeba,5fe0c081c39215a5b56e1855,APPROVED,2020-12-30 19:50:32.208000,2020-12-30 20:01:31.740000,659.532,58,24,0,100,2020-12-31 22:56:55.896000,9700A938,United Kingdom,United Kingdom,Other,White,DATA EXPIRED,United Kingdom,Female,No
5fecda30efea40e770498264,5c9d0dae3392c0001648e2df,APPROVED,2020-12-30 19:51:21.986000,2020-12-30 19:56:50.135000,328.149,53,318,2,100,2020-12-31 22:56:56.373000,9700A938,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United Kingdom,Female,No
5fecda48173bfb9eba58eb70,5d1b7ca2ebfae6001a9e4401,APPROVED,2020-12-30 19:51:49.694000,2020-12-30 20:09:57.017000,1087.323,58,367,0,100,2020-12-31 22:56:57.074000,9700A938,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United Kingdom,Female,No
5fecda4aeae543ed9cca4219,5fe0fcbcdd8cf1a962cfb5eb,REJECTED,2020-12-30 19:51:41.887000,2020-12-30 19:56:21.465000,279.578,49,16,1,98,2020-12-31 18:10:34.489000,9700A938,New Zealand,United Kingdom,Full-Time,White,,United Kingdom,Female,Yes
5fecda641d6cb4ec3ea23194,5f8dc2746c74f611380a5d66,APPROVED,2020-12-30 19:52:07.581000,2020-12-30 19:59:37.091000,449.51,50,20,0,100,2020-12-31 22:56:57.642000,9700A938,United Kingdom,United Kingdom,Part-Time,White,DATA EXPIRED,United Kingdom,Female,No
5fecda90c274b3eca237c4b9,5f452eba7fdd360add338a96,APPROVED,2020-12-30 19:52:49.908000,2020-12-30 20:00:27.900000,457.992,51,110,1,100,2020-12-31 22:56:58.159000,9700A938,United Kingdom,United Kingdom,Full-Time,White,DATA EXPIRED,United Kingdom,Female,No
5fecdaa2878eaaedcfa6afa9,586f7ffd6e2f8d00015c5dbf,APPROVED,2020-12-30 19:53:09.381000,2020-12-30 19:58:10.254000,300.873,55,434,4,99,2020-12-31 22:56:59.462000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fecdff69cc6b39f77a99a0a,5ec3f47bd57541278b4677c6,APPROVED,2020-12-30 20:15:52.227000,2020-12-30 20:22:43.261000,411.034,49,181,0,100,2020-12-31 22:57:00.283000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fee1446069e3b075da228af,5cc707c55ac1240018c17394,APPROVED,2020-12-31 18:11:22.288000,2020-12-31 18:17:57.685000,395.397,49,326,2,100,2021-01-18 14:55:26.178000,9700A938,Italy,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,Italian,United Kingdom,Female,No
5fecd021c92b36eafd9bcede,5eeaaae7628caa1d35b6e7c8,APPROVED,2020-12-30 19:08:17.539000,2020-12-30 19:13:07.923000,290.384,22,39,0,100,2020-12-31 22:48:40.731000,9700A938,Lithuania,United Kingdom,Part-Time,White,Russian,Lithuania,Male,Yes
5fecd039bd6f23ec14474957,5f760408be4d8203944c6a66,APPROVED,2020-12-30 19:08:41.966000,2020-12-30 19:14:46.699000,364.733,20,83,0,100,2020-12-31 22:49:34.413000,9700A938,United Kingdom,United Kingdom,Unemployed (and job seeking),White,DATA EXPIRED,United Kingdom,Male,Yes
5fecd07446872ee65adb2397,5f4ea8ca1543990cb90b694a,APPROVED,2020-12-30 19:09:46.702000,2020-12-30 19:15:53.147000,366.445,20,72,3,98,2020-12-31 22:49:55.466000,9700A938,United Kingdom,United Kingdom,Unemployed (and job seeking),White,DATA EXPIRED,United Kingdom,Male,Yes
5fecd1635474cdeb85701563,5f33ff8e16dac32741bf2b90,APPROVED,2020-12-30 19:13:43.463000,2020-12-30 19:16:50.274000,186.811,20,143,3,98,2020-12-31 22:57:02.435000,9700A938,United Kingdom,United Kingdom,Part-Time,White,DATA EXPIRED,United Kingdom,Male,Yes
5fecd1d08f6210e6870b8303,5a15c2c638ed430001be885b,APPROVED,2020-12-30 19:15:32.381000,2020-12-30 19:20:35.335000,302.954,27,656,0,100,2020-12-31 22:57:02.946000,9700A938,United Kingdom,United Kingdom,Unemployed (and job seeking),White,English,United Kingdom,Male,No
5fecd2188929f0ec7fd34968,5f6b2dc9c5ebb421370b5f7b,APPROVED,2020-12-30 19:16:43.319000,2020-12-30 19:20:14.965000,211.646,20,47,0,100,2020-12-31 22:57:03.372000,9700A938,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,DATA EXPIRED,United Kingdom,Male,Yes
5fecd22cb890b19dc92319ec,5c196bce5ead950001bda707,APPROVED,2020-12-30 19:17:07.279000,2020-12-30 19:20:53.928000,226.649,22,289,2,100,2020-12-31 22:57:03.747000,9700A938,United Kingdom,United Kingdom,Unemployed (and job seeking),White,English,United Kingdom,Male,Yes
5fecd2a42c2ee69e29c8d8e9,5f196a4dbe9fbf0258284466,APPROVED,2020-12-30 19:19:04.220000,2020-12-30 19:25:34.030000,389.81,21,39,0,100,2020-12-31 22:57:04.123000,9700A938,United Kingdom,United Kingdom,Other,White,English,United Kingdom,Male,Yes
5fecd313baa7c4ed69cb3711,5fea2673d92c4a1df0eeab10,APPROVED,2020-12-30 19:20:57.134000,2020-12-30 19:27:46.339000,409.205,24,12,0,100,2020-12-31 22:57:04.495000,9700A938,United Kingdom,United Kingdom,Other,White,,United Kingdom,Male,No
5fecd3a6878eaaeadf1ca82f,5f1af513e138ff043af6aa56,APPROVED,2020-12-30 19:23:23.925000,2020-12-30 19:30:31.530000,427.605,24,46,0,100,2020-12-31 22:57:04.925000,9700A938,South Africa,United Kingdom,Full-Time,White,English,South Africa,Male,No
5fecd3edd92c4a6c0da8c844,5eb302b7f5050c0cd5251a47,APPROVED,2020-12-30 19:24:29.169000,2020-12-30 19:29:04.737000,275.568,23,82,1,100,2020-12-31 22:57:05.272000,9700A938,United Kingdom,United Kingdom,Other,White,English,United Kingdom,Male,Yes
5fecd4082fd45c9f79f3c56c,5f58e8f22846f809fda94bda,APPROVED,2020-12-30 19:24:56.408000,2020-12-30 19:28:12.687000,196.279,25,81,1,100,2020-12-31 22:57:05.668000,9700A938,United Kingdom,United Kingdom,Unemployed (and job seeking),White,DATA EXPIRED,United Kingdom,Male,No
5fecd421116bbfe6de4ddb89,5f2831f1c389290812d87843,APPROVED,2020-12-30 19:25:24.428000,2020-12-30 19:29:56.945000,272.517,26,98,0,100,2020-12-31 22:57:06.155000,9700A938,United Kingdom,United Kingdom,Unemployed (and job seeking),White,English,United Kingdom,Male,Yes
5fecd45226fd089ebd60d3b7,5f9954c879e21c000a825bd4,APPROVED,2020-12-30 19:26:10.367000,2020-12-30 19:29:32.054000,201.687,19,64,0,100,2020-12-31 22:57:06.551000,9700A938,United Kingdom,United Kingdom,Unemployed (and job seeking),White,DATA EXPIRED,United Kingdom,Male,No
5fecd48f6079e1e5bd6a3c26,5f356cbffb4cea5170d04fd9,APPROVED,2020-12-30 19:27:11.899000,2020-12-30 19:31:52.334000,280.435,26,36,0,100,2020-12-31 22:57:06.902000,9700A938,United Kingdom,United Kingdom,Unemployed (and job seeking),White,DATA EXPIRED,United Kingdom,Male,No
5fecd4974cfb7d9eb0c3168f,5fa6ad4833546a3096d64729,APPROVED,2020-12-30 19:27:23.953000,2020-12-30 19:32:21.273000,297.32,21,19,0,100,2020-12-31 22:57:08.099000,9700A938,Latvia,United Kingdom,Due to start a new job within the next month,White,DATA EXPIRED,Latvia,Male,Yes
5fecd4a0c9707de779fb80e8,5fb5651a4c6bf7049b00ca32,APPROVED,2020-12-30 19:27:32.638000,2020-12-30 19:32:23.337000,290.699,23,35,1,100,2020-12-31 22:57:08.778000,9700A938,Lithuania,United Kingdom,Full-Time,White,DATA EXPIRED,Lithuania,Male,No
5fecd4a10479d79edea8d56e,5f2c7dd707d4af164bd0e3aa,APPROVED,2020-12-30 19:27:52.164000,2020-12-30 19:34:35.236000,403.072,25,89,0,100,2020-12-31 22:57:09.157000,9700A938,United Kingdom,United Kingdom,DATA EXPIRED,White,English,United Kingdom,Male,Yes
5fecd4acc92395ed9cdda20f,5ea895f7f0ff072fc1078ab5,APPROVED,2020-12-30 19:27:43.402000,2020-12-30 19:32:07.216000,263.814,19,94,0,100,2020-12-31 22:57:09.521000,9700A938,Poland,United Kingdom,Unemployed (and job seeking),White,Polish,Poland,Male,Yes
5fecd500e44df4ecc125ade1,5e7388c7cbf8d82e7843bdc5,APPROVED,2020-12-30 19:29:04.897000,2020-12-30 19:35:14.501000,369.604,20,57,2,98,2020-12-31 22:57:09.855000,9700A938,United Kingdom,United Kingdom,Unemployed (and job seeking),White,English,United Kingdom,Male,Yes
5fecd52abb7b299f28b60226,5f08d7adb7990e14b0a2b4a2,APPROVED,2020-12-30 19:29:50.674000,2020-12-30 19:38:00.894000,490.22,28,137,1,100,2020-12-31 22:57:10.248000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Male,No
5fecd52cbf9ae4ebcd01ef8a,5aa82bc235237b0001131a33,APPROVED,2020-12-30 19:29:48.554000,2020-12-30 19:34:20.078000,271.524,25,439,0,100,2020-12-31 23:14:05.992000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Male,No
5fecd52d8f6210e8659bdf13,59e2243bac0af70001b36648,APPROVED,2020-12-30 19:29:54.039000,2020-12-30 19:35:44.414000,350.375,24,263,3,99,2020-12-31 23:14:17.839000,9700A938,United Kingdom,United Kingdom,Other,White,English,United Kingdom,Male,Yes
5fecd5691f2ef9eac0b8ee0e,5ea74136ed475611fa75345e,APPROVED,2020-12-30 19:30:52.949000,2020-12-30 19:34:17.030000,204.081,21,83,1,100,2020-12-31 23:15:31.489000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Male,Yes
5fecd56a9cc6b39e05f598f3,5c3d5129a9bfb4000168e299,APPROVED,2020-12-30 19:30:55.325000,2020-12-30 19:33:57.305000,181.98,21,99,1,100,2020-12-31 23:15:39.709000,9700A938,United Kingdom,United Kingdom,Unemployed (and job seeking),White,English,United Kingdom,Male,Yes
5fecd574cd5d989f5b21e2b1,5e1d81f21160070dd3501bae,APPROVED,2020-12-30 19:31:04.258000,2020-12-30 19:36:44.702000,340.444,27,176,3,99,2020-12-31 23:16:01.479000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Male,No
5fecd5893986cce5d32cb5df,59652bff3d5051000114c19b,APPROVED,2020-12-30 19:31:31.969000,2020-12-30 19:35:19.273000,227.304,21,273,4,99,2020-12-31 23:16:39.657000,9700A938,United Kingdom,United Kingdom,Unemployed (and job seeking),White,English,United Kingdom,Male,Yes
5fecd593e7fadbed27a9ef70,5e1f6f7aab132b2a6adc0309,APPROVED,2020-12-30 19:31:34.795000,2020-12-30 19:36:05.118000,270.323,27,63,2,98,2020-12-31 23:16:57.431000,9700A938,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United Kingdom,Male,No
5fecd5c7e44df4ebd62d0ff2,5f2868e5c173e511fdce4bd0,APPROVED,2020-12-30 19:32:23.673000,2020-12-30 19:38:01.837000,338.164,26,139,0,100,2020-12-31 23:17:12.940000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Male,Yes
5fecd5d0c39215ee9fe6e48c,5eeb53581710c72a7946ba2b,APPROVED,2020-12-30 19:32:32.612000,2020-12-30 19:39:10.139000,397.527,22,170,1,100,2020-12-31 23:17:21.716000,9700A938,United Kingdom,United Kingdom,Unemployed (and job seeking),White,English,United Kingdom,Male,Yes
5fecd5d50a5e7fee2eec49da,5e52803583c96c28bbb95f2b,APPROVED,2020-12-30 19:32:39.523000,2020-12-30 19:34:40.970000,121.447,19,159,3,99,2020-12-31 23:17:29.576000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Male,No
5fecd5ddc5f99beb1d176e34,5fdb8db613cde670c7daa774,REJECTED,2020-12-30 19:32:50.917000,2020-12-30 19:37:10.875000,259.958,20,17,1,97,2020-12-31 18:00:01.823000,9700A938,United Kingdom,United Kingdom,Other,White,DATA EXPIRED,United Kingdom,Male,Yes
5fecd68591948a9f152a7da6,5e7dd3c637169a46d7b4d03f,APPROVED,2020-12-30 19:35:35.558000,2020-12-30 19:41:01.143000,325.585,25,149,0,100,2020-12-31 23:20:38.130000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Male,No
5fecd6a4d1cd506b3998d8bf,5fd511d91077e4108a067a61,APPROVED,2020-12-30 19:36:07.705000,2020-12-30 19:44:02.784000,475.079,26,3,0,100,2020-12-31 23:21:11.317000,9700A938,United Kingdom,United Kingdom,Full-Time,White,,United Kingdom,Male,No
5fecd6bb84b3a9edd94ee6ea,5fd01e5ec037110779ee46ed,APPROVED,2020-12-30 19:36:33.755000,2020-12-30 19:40:38.799000,245.044,28,20,0,100,2020-12-31 23:21:18.877000,9700A938,United Kingdom,United Kingdom,Full-Time,White,,United Kingdom,Male,No
5fecd702b0feb8ec89d0d5e3,5f6d2f9d26f8301af832891c,APPROVED,2020-12-30 19:37:38.308000,2020-12-30 19:42:21.210000,282.902,20,78,1,100,2020-12-31 23:21:50.062000,9700A938,United Kingdom,United Kingdom,Other,White,DATA EXPIRED,United Kingdom,Male,Yes
5fecd722a53c57eccda9b695,596cb7a35ad3920001cae434,APPROVED,2020-12-30 19:38:17.123000,2020-12-30 19:44:15.421000,358.298,21,456,0,100,2020-12-31 23:22:34.844000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Male,Yes
5fecd734878eaaed4a4bb663,5c2d172ce26399000179a138,APPROVED,2020-12-30 19:38:44.109000,2020-12-30 19:42:55.559000,251.45,21,252,5,96,2020-12-31 23:22:54.435000,9700A938,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United Kingdom,Male,Yes
5fecd73a878eaaec5512ab9f,5ec153013043d0034ac516bd,APPROVED,2020-12-30 19:38:34.519000,2020-12-30 19:44:36.660000,362.141,21,152,1,100,2020-12-31 23:23:11.485000,9700A938,United Kingdom,United Kingdom,Unemployed (and job seeking),White,English,United Kingdom,Male,Yes
5fee11c2dd8cf106c570272b,5eafc7f8086962000a2983e5,RETURNED,2020-12-31 18:00:41.666000,,2237149.759875,28,127,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fee12c44e5409bf76a5206a,5f58e2ebb27d050941be1694,APPROVED,2020-12-31 18:05:07.271000,2020-12-31 18:12:06.944000,419.673,28,100,1,100,2020-12-31 23:56:48.849000,9700A938,United Kingdom,United Kingdom,Unemployed (and job seeking),White,DATA EXPIRED,United Kingdom,Male,No
5fecd8ba0c041eec557a21c0,5f5264073f17ae504864b24d,APPROVED,2020-12-30 19:44:58.324000,2020-12-30 19:57:20.762000,742.438,43,109,0,100,2020-12-31 23:29:03.545000,9700A938,United Kingdom,United Kingdom,Part-Time,Black,DATA EXPIRED,United Kingdom,Male,Yes
5fecd9259bca6fe8be2fea3b,5fdcd228539a382bc5e9fae5,APPROVED,2020-12-30 19:52:58.904000,2020-12-30 20:05:55.083000,776.179,39,24,0,100,2020-12-31 23:30:45.081000,9700A938,Nigeria,United Kingdom,Full-Time,Black,DATA EXPIRED,Nigeria,Male,No
5fecda1284b3a9ed6573ffd6,5ee3b35107d1af06137b2a9f,APPROVED,2020-12-30 19:50:47.398000,2020-12-30 19:55:41.228000,293.83,40,198,3,99,2020-12-31 23:33:49.875000,9700A938,Botswana,United Kingdom,Full-Time,Black,Afrikaans,United Kingdom,Male,No
5fecd1a6baa7c4eced4879d1,5f21b10e58c81f5cae56b491,APPROVED,2020-12-30 19:15:12.177000,2020-12-30 19:31:56.582000,1004.405,22,64,0,100,2020-12-31 23:00:25.501000,9700A938,Philippines,United Kingdom,Due to start a new job within the next month,Asian,Tagalog-Filipino,United Kingdom,Female,No
5fecd24dad8fbaed264ffeea,5f957ab2905e5605f6301a2a,APPROVED,2020-12-30 19:17:36.042000,2020-12-30 19:22:29.862000,293.82,23,62,0,100,2020-12-31 23:02:05.216000,9700A938,Philippines,United Kingdom,Part-Time,Asian,DATA EXPIRED,United Kingdom,Female,Yes
5fecd2a8a4feb0eaeb45b30d,5ee91f48c4dd74133ad9df94,APPROVED,2020-12-30 19:19:08.536000,2020-12-30 19:32:38.571000,810.035,19,85,0,100,2020-12-31 23:02:55.793000,9700A938,India,United Kingdom,Other,Asian,Hindi,United Kingdom,Female,Yes
5fecd2ab2f56719d94d1523c,5f1355440e769c352b3a50d9,APPROVED,2020-12-30 19:19:07.146000,2020-12-30 19:54:48.592000,2141.446,20,93,0,100,2020-12-31 23:03:04.336000,9700A938,United Kingdom,United Kingdom,Unemployed (and job seeking),Asian,English,United Kingdom,Female,Yes
5fecd2b2516177e6e20bb38e,5f9db237517e0d31930026b8,APPROVED,2020-12-30 19:19:19.496000,2020-12-30 19:26:47.264000,447.768,27,31,1,96,2020-12-31 23:03:22.444000,9700A938,Pakistan,United Kingdom,Unemployed (and job seeking),Asian,DATA EXPIRED,Pakistan,Female,No
5fecd2b915b59be6580aedd7,5dfecda4056205b3a5f8cd3d,APPROVED,2020-12-30 19:19:21.136000,2020-12-30 19:35:02.615000,941.479,21,86,2,99,2020-12-31 23:03:29.657000,9700A938,Sri Lanka,United Kingdom,Other,Asian,English,United Kingdom,Female,Yes
5feccffc8e8e879e13876b14,5d44bd605c4d1a001a04f511,APPROVED,2020-12-30 19:07:52.312000,2020-12-30 19:14:52.127000,419.815,39,53,2,96,2020-12-31 22:48:10.300000,9700A938,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United Kingdom,Female,No
5fecd0332c2ee69cbbf13c84,5b3b3de3c49ecb00010a92d9,APPROVED,2020-12-30 19:08:40.841000,2020-12-30 19:11:27.820000,166.979,31,443,2,100,2020-12-31 22:49:15.848000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Female,No
5fecd047ebe5929e66fc71b8,5f61c8a68c228216fb0d8ba9,APPROVED,2020-12-30 19:08:55.901000,2020-12-30 19:19:41.312000,645.411,33,45,1,99,2020-12-31 22:49:41.396000,9700A938,Spain,United Kingdom,Full-Time,White,DATA EXPIRED,Spain,Female,Yes
5fecd08ce44df4ead62ee730,5b12fb7be9270900013c4485,APPROVED,2020-12-30 19:10:06.450000,2020-12-30 19:18:35.859000,509.409,34,135,0,100,2020-12-31 22:50:49.214000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Female,No
5fecd090ebe5929d74876813,5e1cc37a173db405a7a33774,APPROVED,2020-12-30 19:10:14.321000,2020-12-30 19:15:32.192000,317.871,37,277,0,100,2020-12-31 22:58:29.144000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fecd0920007159d6022beb8,5df0c64767a23610ed01d9c7,APPROVED,2020-12-30 19:10:13.076000,2020-12-30 19:16:42.268000,389.192,30,273,1,100,2020-12-31 22:58:38.947000,9700A938,Cyprus,United Kingdom,Full-Time,White,Greek,Cyprus,Female,No
5fecd095173bfb9da8ceabde,59a3aa40bfd73c00010ea452,APPROVED,2020-12-30 19:10:23.150000,2020-12-30 19:21:41.826000,678.676,38,606,10,98,2020-12-31 22:58:48.487000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fecd0b77e067ae6bd9cc89f,5de3a8c01017853a3dcc176a,APPROVED,2020-12-30 19:10:51.282000,2020-12-30 19:14:19.365000,208.083,31,134,1,100,2020-12-31 22:59:11.912000,9700A938,United States,United Kingdom,Full-Time,White,English,United States,Female,No
5fecd118fd62fbe7b74e2b03,5da855e8db29f000128d738a,APPROVED,2020-12-30 19:12:27.753000,2020-12-30 19:16:54.807000,267.054,35,340,1,100,2020-12-31 22:59:27.383000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fecd1be069e3be57823cc8a,5fb29271661abe46e8d138b4,APPROVED,2020-12-30 19:15:15.462000,2020-12-30 19:20:49.287000,333.825,30,50,0,100,2020-12-31 23:00:40.945000,9700A938,United Kingdom,United Kingdom,Part-Time,White,DATA EXPIRED,United Kingdom,Female,Yes
5fecd1cdcd5d989deddc36c4,5fdbfe2188f05712e4fdadd8,APPROVED,2020-12-30 19:15:39.640000,2020-12-30 19:20:20.098000,280.458,30,16,0,100,2020-12-31 23:00:47.707000,9700A938,United Kingdom,United Kingdom,Full-Time,White,,United Kingdom,Female,No
